Gene,X5EGGE,X5EQMM,X5GICA,X5N9D6,X5P9GB,X5N9ES,X5P9GS,X5N9E1
RP11-45P15.2,1,0,0,0,0,0,0,1
RP11-45P15.4,5,2,20,12,25,7,116,83
EIF5,12306,17622,11624,7024,13744,9000,17369,10727
SNORA28,3,6,0,4,1,2,7,10
HMGB3P26,0,0,2,0,0,0,0,0
RPSAP5,1,0,2,0,0,1,3,4
MARK3,1509,2828,6963,4651,7497,6992,7532,7397
RPL10AP1,0,0,4,1,0,0,5,10
CKB,187,585,11661,4921,3466,2818,4500,6815
RP11-600F24.7,78,92,276,258,185,207,362,291
TRMT61A,1055,875,1314,811,1618,1396,2234,1952
RNU7-160P,0,0,0,0,0,0,0,0
RP11-894P9.2,0,1,13,5,1,3,4,5
BAG5,717,1344,2829,1947,1888,1157,2822,1912
KLC1,1367,3624,9024,8541,4654,3455,11987,9757
APOPT1,398,890,979,523,2096,1612,1576,1551
RNU4-68P,0,0,0,0,0,0,0,0
RP11-894P9.1,117,290,277,937,250,166,685,408
RP11-73M18.6,8,34,28,133,29,10,112,97
RP11-73M18.10,0,0,0,0,0,0,0,0
RP11-73M18.7,6,12,19,36,16,11,26,20
RP11-73M18.8,338,527,902,1021,489,484,798,849
XRCC3,451,910,1334,1892,1037,741,1851,2815
ZFYVE21,828,2345,2837,1117,1996,1358,5184,5021
PPP1R13B,1265,2320,4943,1926,4387,1630,5419,5945
RP11-73M18.11,2,0,8,5,13,0,7,2
LINC00637,2,8,6,3,7,1,10,5
CTD-2134A5.4,16,43,5,5,12,7,3,1
CTD-2134A5.3,0,8,1,0,3,0,1,0
C14orf2,1828,2626,2440,1573,2794,2597,3542,4452
TDRD9,7,51,306,452,213,171,312,101
RD3L,4,48,0,2,0,0,0,0
RN7SL634P,0,0,0,6,1,0,0,0
ASPG,12999,15492,602,339,15,24,3381,6053
MIR203A,0,0,0,0,0,0,0,0
CTD-2223O18.1,0,0,5,0,5,1,2,1
KIF26A,69,98,807,493,824,882,1314,1870
RP11-260M19.2,11,7,4,0,6,5,149,93
RP11-260M19.1,0,0,0,0,0,0,0,0
RNU6-684P,0,0,0,0,0,0,0,0
CEND1P1,0,0,0,0,0,0,0,0
TMEM179,2,48,0,0,138,234,36,5
C14orf180,69,169,24,15,13,15,8,25
RP11-982M15.7,6,6,7,0,0,0,0,0
RP11-982M15.8,3,0,8,0,0,0,7,4
MIR4710,0,0,0,0,0,0,0,0
RP11-982M15.6,1,1,15,0,2,1,4,0
INF2,5906,8292,11915,7149,5656,3159,7195,4737
RP11-982M15.5,0,0,0,1,0,2,0,0
ADSSL1,1175,3774,390,572,506,224,708,254
SIVA1,2764,4295,2731,1390,4064,3098,3633,4166
AKT1,5112,5563,7148,6235,7303,3659,8209,5637
ZBTB42,362,473,968,266,2349,1541,216,387
RP11-477I4.4,10,11,22,13,14,24,17,91
LINC00638,19,39,54,16,21,26,232,343
RPS26P49,0,2,0,4,0,0,1,2
RPS2P4,5,6,9,8,17,16,38,51
CTD-3051D23.1,4,22,4,19,18,8,65,209
CTD-3051D23.4,8,14,2,0,8,13,3,4
CEP170B,3471,3565,3621,4636,8525,7775,2989,2492
CTD-3051D23.3,0,0,0,0,0,0,5,6
PLD4,1,9,24,12,32,18,54,91
AHNAK2,1094,96,865,505,217,172,133,379
C14orf79,631,497,701,935,1114,1523,1472,1023
CDCA4,98,163,314,190,291,203,820,622
GPR132,10,15,363,691,62,19,85,43
RP11-44N21.1,8,12,49,37,35,105,128,263
RP11-44N21.3,0,1,0,2,0,3,2,0
RP11-44N21.2,0,0,0,1,0,1,0,0
JAG2,66,244,1799,1381,2638,1733,889,894
MIR6765,0,0,0,0,0,0,0,0
NUDT14,173,632,1164,318,1042,1352,624,896
BRF1,1039,2004,2059,1745,3314,2645,4177,4297
BTBD6,1064,2938,3416,1223,1202,631,3514,4525
PACS2,1187,2054,6431,2785,7813,6711,9656,8218
RP11-521B24.4,37,59,84,145,63,64,334,222
RPS20P33,6,11,13,29,15,17,55,32
TEX22,7,3,31,32,32,37,155,120
RP11-521B24.3,17,32,39,22,65,16,296,120
MTA1,2519,2281,3199,3054,5344,3579,9279,8519
RP11-521B24.5,62,45,63,106,89,62,114,109
CRIP2,653,2066,13966,8853,3320,2147,3002,2192
CRIP1,15,105,3220,2273,292,301,286,395
C14orf80,217,524,568,285,239,288,412,232
TMEM121,20,111,59,187,175,154,420,397
ATP5G1P1,0,1,0,0,0,0,0,0
ELK2BP,0,0,1,0,0,0,6,2
IGHA2,318,224,3626,3356,135,429,285,36
IGHE,2,4,6,0,0,0,7,2
MIR8071-1,0,0,0,0,0,0,0,0
IGHG4,300,900,113,86,40,3,271,25
MIR8071-2,0,0,0,0,0,0,0,0
IGHG2,283,511,1794,854,178,29,4061,119
RP11-731F5.2,0,2,0,2,0,0,0,1
IGHGP,26,82,212,541,6,8,292,23
ELK2AP,0,0,0,0,0,0,0,4
AL928768.3,0,5,17,6,0,0,4,0
IGHA1,2888,2338,35007,12917,1156,1433,2949,299
IGHEP1,0,0,0,0,0,0,17,0
IGHG1,1350,1478,11481,11962,808,182,8183,421
IGHG3,266,670,2814,3955,47,29,3429,351
RP11-417P24.1,0,0,0,0,0,0,0,0
IGHD,16,12,493,144,2,1,290,0
IGHM,477,414,7027,4025,78,147,903,44
MIR4539,0,0,0,0,0,0,0,0
MIR4507,0,0,0,0,0,0,0,0
MIR4538,0,0,0,0,0,0,0,0
MIR4537,0,0,0,0,0,0,0,0
IGHJ6,4,5,170,72,2,3,56,0
IGHJ3P,0,0,0,0,0,0,0,0
IGHJ5,1,8,88,35,2,5,22,0
IGHJ4,23,5,146,182,1,9,60,3
IGHJ3,9,4,40,79,2,3,9,2
IGHJ2P,0,0,0,0,0,0,0,0
IGHJ2,7,1,12,11,0,0,7,2
IGHJ1,1,0,12,5,0,0,1,0
IGHD7-27,0,0,0,0,0,0,0,0
IGHJ1P,0,0,0,0,0,0,0,0
IGHD1-26,0,0,0,0,0,0,0,0
IGHD6-25,0,0,0,0,0,0,0,0
IGHD5-24,0,0,0,0,0,0,0,0
IGHD4-23,0,0,0,0,0,0,0,0
IGHD3-22,0,0,2,0,0,0,0,0
IGHD2-21,0,0,0,0,0,0,0,0
AL122127.25,0,0,0,1,0,0,2,0
IGHD1-20,0,0,0,0,0,0,0,0
IGHD6-19,0,0,1,0,0,0,0,0
IGHD5-18,0,0,0,0,0,0,0,0
IGHD4-17,0,0,0,0,0,0,0,0
IGHD3-16,0,0,0,0,0,1,0,0
IGHD2-15,0,0,0,0,0,0,0,0
IGHD1-14,0,0,0,0,0,0,0,0
IGHD6-13,0,0,0,0,0,0,0,0
IGHD5-12,0,0,0,0,0,0,0,0
IGHD4-11,0,0,0,0,0,0,0,0
IGHD3-10,0,0,1,1,0,0,1,0
IGHD3-9,1,0,1,0,0,0,0,0
IGHD2-8,0,0,1,0,0,0,0,0
IGHD1-7,0,0,0,0,0,0,0,0
IGHD6-6,0,0,0,0,0,0,0,0
IGHD5-5,0,0,0,0,0,0,0,0
IGHD4-4,0,0,0,0,0,0,0,0
IGHD3-3,0,0,4,4,0,0,0,1
IGHD2-2,0,0,1,1,0,0,2,0
FAM30A,20,34,217,93,2,3,27,8
IGHD1-1,0,0,0,0,0,0,0,0
IGHV6-1,4,5,79,25,0,0,24,0
IGHVII-1-1,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,1,2,0
AB019441.29,30,16,14,10,34,80,166,299
IGHV1-2,5,16,171,148,3,6,267,1
IGHVIII-2-1,0,0,1,0,0,0,0,0
IGHV1-3,24,4,131,154,8,4,1,0
IGHV4-4,3,0,92,173,5,0,7,2
IGHV7-4-1,0,0,3,89,0,2,8,1
IGHV2-5,17,6,229,409,2,3,27,10
IGHVIII-5-1,0,0,0,1,0,0,0,0
IGHVIII-5-2,0,0,0,0,0,0,0,0
IGHV3-6,0,0,4,0,0,0,1,2
IGHV3-7,20,15,481,159,8,8,174,4
IGHV3-64D,3,1,34,101,6,1,8,0
IGHV5-10-1,26,0,64,153,7,8,66,0
IGHV3-11,14,17,248,145,5,8,71,0
IGHVIII-11-1,0,0,0,0,0,0,0,0
IGHV1-12,0,0,2,0,0,0,0,0
IGHV3-13,3,10,41,23,3,0,5,0
IGHVIII-13-1,0,0,0,0,0,0,0,0
IGHV1-14,0,0,3,2,0,0,0,0
IGHV3-15,19,14,313,141,16,5,90,9
IGHVII-15-1,0,0,0,0,0,0,0,0
IGHV3-16,0,0,0,2,1,0,0,0
IGHVIII-16-1,0,0,0,0,0,0,1,0
IGHV1-17,0,1,1,0,0,0,1,0
SLC20A1P2,0,0,0,2,0,0,0,1
IGHV1-18,17,22,267,110,2,3,173,21
IGHV3-19,0,2,4,2,0,0,0,1
AB019440.50,0,0,0,0,0,0,1,14
IGHV3-20,13,7,32,38,0,4,13,1
IGHV3-21,20,14,266,215,3,12,130,1
IGHV3-22,0,0,3,1,0,1,2,1
IGHVII-22-1,0,0,0,0,0,0,1,0
IGHVIII-22-2,0,0,0,0,0,0,0,0
IGHV3-23,58,33,819,398,21,21,331,5
IGHV1-24,6,12,54,15,6,2,108,0
HOMER2P2,0,0,0,1,0,0,0,0
LINC00226,0,0,0,0,0,0,0,0
IGHV3-25,0,1,0,3,0,0,1,0
IGHVIII-25-1,0,1,0,0,0,0,0,0
IGHV2-26,4,4,54,59,0,5,21,2
IGHVIII-26-1,0,0,0,0,0,0,0,0
IGHVII-26-2,0,0,0,0,0,0,0,0
IGHV7-27,0,0,0,0,0,0,0,0
IGHV4-28,6,6,36,10,0,0,28,0
IGHVII-28-1,0,0,0,0,0,0,0,0
IGHV3-32,0,0,0,1,0,0,0,0
IGHV3-30,25,7,333,380,18,6,90,0
IGHVII-30-1,0,0,0,0,0,0,0,0
IGHV3-30-2,0,0,0,0,0,0,0,0
IGHV4-31,6,2,104,206,9,3,33,0
IGHVII-31-1,0,0,0,0,0,0,0,0
IGHV3-29,0,0,0,1,0,0,0,0
IGHV3-33,8,6,233,255,8,4,108,2
IGHVII-33-1,0,0,2,0,0,0,0,0
IGHV3-33-2,0,0,0,0,0,0,0,0
IGHV4-34,7,2,185,128,3,1,118,0
IGHV7-34-1,0,0,1,0,1,0,0,0
IGHV3-35,1,0,5,6,0,0,2,0
IGHV3-36,0,0,0,1,0,0,0,0
IGHV3-37,0,0,1,1,0,0,0,0
IGHV3-38,0,0,1,0,0,0,0,0
IGHVIII-38-1,0,0,0,0,0,0,0,0
IGHV4-39,31,15,166,114,5,12,8,1
IGHV7-40,0,0,0,0,0,0,0,0
AB019438.66,0,0,0,0,0,0,0,0
IGHVII-40-1,0,0,1,0,1,0,0,0
IGHV3-41,0,0,9,5,1,1,0,0
HOMER2P1,0,0,0,0,0,1,0,0
IGHV3-42,0,1,2,0,0,0,0,0
IGHV3-43,13,3,51,15,0,3,11,0
IGHVII-43-1,0,0,1,0,0,0,1,0
IGHVIII-44,0,0,0,0,0,0,0,0
CH17-268I9.2,0,0,0,0,0,0,0,0
LINC00221,0,2,0,0,0,5,0,0
IGHVIV-44-1,0,0,0,0,0,0,0,0
IGHVII-44-2,0,0,0,0,0,0,0,0
IGHV1-45,3,0,10,0,0,3,9,0
IGHV1-46,17,27,148,85,7,3,42,3
IGHVII-46-1,0,0,0,0,0,0,0,0
IGHV3-47,0,0,1,1,0,1,1,0
IGHVIII-47-1,0,0,0,0,0,0,0,0
IGHV3-48,9,3,253,466,6,5,167,0
IGHV3-49,6,12,134,21,10,1,56,0
IGHVII-49-1,0,0,0,0,0,0,0,0
IGHV3-50,0,0,0,0,0,0,0,0
IGHV5-51,46,34,233,179,9,8,125,0
IGHVIII-51-1,0,0,0,0,0,0,0,0
IGHVII-51-2,0,0,0,0,0,0,0,0
IGHV3-52,0,0,1,0,0,0,1,0
IGHV3-53,8,8,90,40,2,2,37,2
IGHVII-53-1,0,0,0,0,0,0,0,0
IGHV3-54,0,0,0,0,0,0,0,0
IGHV4-55,5,1,50,9,0,1,17,0
IGHV7-56,0,0,6,1,0,0,0,0
IGHV3-57,0,0,0,0,0,0,0,0
IGHV1-58,0,2,5,28,0,3,3,0
IGHV4-59,12,38,134,140,14,10,133,3
IGHV3-60,0,0,1,1,0,0,0,0
RNA5SP389,0,0,0,0,0,0,0,0
IGHVII-60-1,0,0,0,0,0,0,0,0
IGHV4-61,5,5,127,48,0,5,75,0
IGHV3-62,0,0,3,1,0,0,2,0
IGHVII-62-1,0,0,0,0,0,0,0,0
IGHV3-63,0,0,2,0,0,0,1,0
IGHV3-64,0,0,3,11,2,0,4,0
IGHV3-65,1,0,3,0,0,0,0,0
IGHVII-65-1,0,0,0,0,0,0,0,0
IGHV3-66,3,7,6,15,2,0,3,0
IGHV1-67,0,0,6,4,0,2,7,0
SLC20A1P1,0,0,0,0,0,0,0,0
IGHVII-67-1,0,0,0,0,0,0,0,0
IGHVIII-67-2,0,0,0,0,0,0,0,0
IGHVIII-67-3,0,0,0,0,0,0,0,0
IGHVIII-67-4,0,0,0,0,0,0,0,0
IGHV1-68,0,0,0,1,0,0,0,0
IGHV1-69,2,0,6,33,0,2,11,0
IGHV2-70D,6,0,6,47,2,0,13,0
IGHV3-69-1,1,0,24,12,2,0,11,0
IGHV1-69-2,3,0,3,7,0,0,3,0
CH17-212P11.8,0,0,0,0,0,0,0,0
IGHV1-69D,17,11,90,229,7,1,46,1
IGHV2-70,7,0,147,83,2,8,396,0
IGHV3-71,0,0,4,1,0,0,1,0
IGHV3-72,2,0,62,160,3,2,29,3
IGHV3-73,5,0,109,67,3,0,33,6
IGHV3-74,16,14,147,266,14,6,79,31
IGHVII-74-1,0,0,0,1,0,0,0,0
IGHV3-75,0,0,5,0,0,0,2,0
IGHV3-76,0,0,0,0,0,0,0,0
IGHVIII-76-1,0,0,1,4,0,0,3,2
MIR5195,0,0,1,0,0,1,0,0
IGHV5-78,0,0,0,0,3,1,13,2
IGHVII-78-1,0,0,0,0,0,0,1,0
IGHV3-79,0,0,0,0,3,0,0,2
IGHV4-80,2,0,4,5,4,1,1,1
IGHV7-81,0,0,0,1,2,0,2,0
IGHVIII-82,0,0,0,0,0,0,0,0
RP11-79C23.1,0,0,0,0,0,0,0,0
RNU6-978P,0,0,0,0,0,0,0,0
RP11-173D3.3,0,0,0,0,0,0,0,0
RP11-1360M22.10,0,0,0,0,0,0,0,0
IGHV1OR15-9,0,0,1,0,1,0,2,0
SLC20A1P3,0,0,0,0,0,0,0,0
IGHV1OR15-2,0,0,2,1,1,1,0,0
IGHV3OR15-7,0,0,2,0,0,0,0,0
IGHD5OR15-5A,0,0,0,0,0,0,0,0
IGHD4OR15-4A,0,0,0,0,0,0,0,0
IGHD3OR15-3A,0,0,0,0,0,0,0,0
IGHD2OR15-2A,0,0,0,0,0,0,0,0
IGHD1OR15-1A,0,0,0,0,0,0,0,0
FAM30B,0,0,0,0,0,0,0,0
RP11-1360M22.2,0,0,0,0,0,0,0,0
BCAR1P1,0,0,0,0,1,0,0,0
RN7SL584P,0,0,0,0,0,0,0,0
RP11-173D3.1,0,0,0,0,0,0,0,0
RP11-173D3.4,0,0,0,0,0,0,0,0
BMS1P15,0,0,0,0,0,0,0,3
RP11-492D6.3,0,0,0,0,1,4,0,0
CHEK2P2,0,0,0,0,0,0,3,0
RP11-509A17.3,8,23,0,8,0,0,27,2
HERC2P3,55,46,631,624,259,329,2761,1271
RP11-467L19.8,0,0,1,0,0,0,0,0
GOLGA6L6,0,0,0,0,2,0,0,2
RP11-467L19.6,0,0,0,0,0,0,0,0
GOLGA8CP,0,0,0,0,0,0,3,1
RN7SL759P,0,0,0,0,0,0,0,0
SPATA31E2P,0,0,0,0,0,0,0,0
RP11-467L19.11,0,0,0,0,0,0,0,1
IGHV1OR15-6,0,0,0,0,0,0,0,0
RP11-467L19.16,0,6,2,0,0,0,27,26
NBEAP1,0,17,6,5,1,2,65,35
RP11-467L19.14,0,0,2,0,0,0,6,0
RP11-403B2.7,0,12,9,20,10,12,178,46
RNU6-498P,0,0,0,0,0,0,0,0
RP11-403B2.6,0,0,0,0,0,0,0,56
RP11-403B2.5,0,0,0,0,0,0,0,0
RP11-403B2.3,0,0,0,0,0,0,0,0
RP11-403B2.10,0,0,0,0,2,0,0,0
GRAMD4P5,0,0,0,0,0,0,2,0
RP11-810K23.7,0,0,0,0,0,0,0,0
MIR3118-2,0,0,0,0,0,0,0,0
POTEB2,0,0,0,0,0,0,0,0
RNU6-749P,0,0,0,0,0,0,0,0
RP11-810K23.9,0,0,0,0,0,0,0,0
RP11-810K23.10,0,0,0,0,0,0,0,0
ZNF519P2,0,0,0,0,0,0,0,0
NF1P1,0,0,0,0,0,0,0,0
MIR5701-1,0,0,0,0,0,0,0,0
LINC01193,0,0,0,0,0,0,2,0
OR11J2P,0,0,0,0,0,0,0,0
OR11J5P,0,0,0,0,0,0,0,0
IGHD5OR15-5B,0,0,0,0,0,0,0,0
IGHD4OR15-4B,0,0,0,0,0,0,0,0
IGHD3OR15-3B,0,0,0,0,0,0,0,0
IGHD2OR15-2B,0,0,0,0,0,0,0,0
IGHD1OR15-1B,0,0,0,0,0,0,0,0
FAM30C,0,0,0,0,0,0,0,0
RP11-810K23.6,0,0,0,0,0,0,0,0
BCAR1P2,0,0,1,0,0,0,0,0
RN7SL400P,0,0,0,0,0,0,0,0
RP11-854K16.3,0,0,0,0,0,0,0,0
RP11-854K16.4,0,0,0,0,0,0,0,0
BMS1P16,0,0,0,0,1,0,1,1
RP11-32B5.2,0,0,0,0,0,0,0,0
RP11-32B5.1,0,8,4,4,2,0,111,40
RP11-32B5.7,0,0,2,0,0,0,21,14
RNU6-1235P,0,0,0,0,0,0,0,0
RP11-275E15.2,0,0,0,0,0,0,0,0
RP11-275E15.3,0,0,0,0,0,0,0,0
RP11-32B5.4,0,0,0,0,0,0,0,0
RP11-32B5.8,6,0,0,0,0,0,5,0
CXADRP2,0,0,0,0,0,0,0,0
RP11-32B5.5,0,0,0,0,0,0,0,0
GRAMD4P6,0,0,0,0,0,0,0,0
MIR3118-3,0,0,0,0,0,0,0,0
POTEB3,0,0,0,0,0,0,0,0
NF1P9,0,0,0,0,0,0,0,0
MIR5701-2,0,0,0,0,0,0,0,0
RP11-11H9.2,0,0,0,0,0,0,0,0
RP11-294C11.10,0,0,0,0,0,0,4,0
RP11-294C11.7,0,0,0,0,0,0,0,0
RP11-294C11.11,0,0,0,0,0,0,0,0
RP11-294C11.9,0,0,0,0,0,0,3,0
RP11-294C11.8,0,0,0,0,0,0,2,0
RP11-294C11.1,0,0,0,0,0,0,0,0
RP11-294C11.3,0,0,0,0,0,0,0,10
RP11-983G14.4,0,0,0,0,0,0,0,0
RP11-294C11.6,0,0,0,0,0,0,0,0
RP11-983G14.3,3,2,1,1,1,3,18,13
RP11-294C11.4,0,0,0,0,0,0,1,0
RP11-294C11.5,0,0,0,0,0,0,1,0
RP11-294C11.2,0,1,10,0,0,0,0,0
RP11-361C13.1,0,2,1,0,0,0,3,0
MIR3118-4,0,0,0,0,0,0,0,0
POTEB,0,0,0,0,0,0,0,0
RNU6-631P,0,0,0,0,0,0,0,0
ZNF519P3,0,0,0,0,0,0,0,0
NF1P2,0,0,0,0,0,0,1,0
MIR5701-3,0,0,0,0,0,0,0,0
RP11-69H14.9,0,0,0,0,0,0,0,0
RP11-928F19.3,0,0,0,0,0,0,0,0
RP11-69H14.6,0,0,0,0,0,0,0,2
OR11H3P,0,0,0,0,0,0,0,0
OR11K1P,0,0,0,0,0,0,0,0
OR4Q1P,0,0,0,0,0,0,1,0
OR4H6P,0,0,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0,1,0
OR4N4,0,0,0,0,0,0,4,0
OR4N3P,0,0,0,0,0,0,2,0
RP11-2F9.4,0,0,0,0,0,0,0,0
RPS8P10,2,2,1,2,1,3,16,15
IGHV1OR15-1,0,1,0,0,0,0,3,0
IGHV1OR15-3,0,0,1,0,0,0,0,0
IGHV4OR15-8,0,0,0,0,0,0,0,0
IGHV1OR15-4,0,0,0,0,0,0,0,0
RP11-603B24.6,0,2,0,0,0,0,3,0
MIR1268A,0,0,0,0,0,0,0,0
RP11-603B24.2,7,6,0,12,0,0,76,3
RP11-603B24.1,12,98,7,23,0,0,159,8
RP11-566K19.11,0,1,2,0,0,0,1,0
RP11-566K19.8,0,1,2,1,2,0,2,2
SPATA31E3P,0,0,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,4,1,1,2
RN7SL545P,0,0,0,0,0,0,0,0
RP11-566K19.12,0,0,0,0,0,0,0,0
GOLGA6L22,0,0,0,2,0,0,0,0
RP11-439M15.1,2,2,0,0,0,0,0,0
HERC2P2,2749,6650,4564,7146,2503,4545,12096,6974
GOLGA8IP,2,20,6,8,9,6,69,33
RN7SL495P,0,0,0,0,0,0,0,0
WHAMMP3,282,413,313,351,287,345,545,520
RP11-1180F24.1,2,22,19,21,3,5,21,62
RP11-1180F24.3,0,0,1,0,0,0,0,0
AC138649.1,2,0,0,1,0,0,0,2
PDCD6IPP1,0,4,11,9,0,2,11,13
RP11-26F2.2,0,0,0,2,0,0,1,0
RP11-566K19.6,4,2,78,24,26,14,9,20
RP11-566K19.5,2,0,3,3,2,2,4,1
NIPA1,558,1404,1171,907,1088,1224,520,520
NIPA2,449,731,1272,1270,1872,1081,1908,1215
CYFIP1,1601,3316,9639,7927,7070,4405,12038,6779
TUBGCP5,801,986,1048,499,1512,951,2639,1827
ELMO2P1,0,1,0,0,0,0,0,0
GOLGA6L1,1,0,0,0,0,0,1,2
RP11-467N20.6,0,0,0,0,0,0,0,0
GOLGA8EP,1,0,1,0,5,4,0,7
RN7SL106P,0,0,0,0,0,0,0,0
ABCB10P1,0,0,0,0,0,0,0,2
RP11-467N20.8,0,0,0,0,0,0,0,0
MIR4509-1,0,0,0,0,0,0,0,0
RP11-467N20.7,0,0,0,0,0,0,0,0
HERC2P7,2,1,1,6,0,0,36,11
RP11-228M15.1,125,34,271,160,166,106,519,532
RP11-566K19.9,1,0,0,0,0,0,0,0
RP11-529J17.5,0,0,0,0,0,0,0,0
GOLGA8S,1,3,0,0,7,3,4,3
RN7SL536P,0,0,0,0,0,0,0,0
RP11-529J17.3,0,0,0,0,0,0,3,0
GOLGA6L2,3,0,0,0,2,0,6,0
MIR4508,0,0,0,0,0,0,0,0
MKRN3,8,20,9,0,13,8,0,13
MKRN3-AS1,1,0,2,0,0,1,0,0
MAGEL2,0,6,6,3,148,64,611,334
NDN,115,445,1718,807,1419,594,8250,8029
RNU6-741P,0,0,0,0,0,0,0,0
RP11-484P15.1,0,0,0,0,2,1,1,0
PWRN4,0,0,0,0,1,4,1,2
PWRN2,0,0,0,0,4,16,37,2
RP11-580I1.1,0,1,1,0,7,2,5,5
RP11-580I1.2,2,16,3,1,8,16,17,12
RP11-350A1.2,0,2,0,0,0,0,0,0
RP11-107D24.2,0,0,1,0,0,4,2,2
PWRN3,0,6,7,0,10,4,301,33
PWRN1,8,182,77,19,139,82,2374,1365
NPAP1,0,68,54,2,42,39,1098,441
SNRPN,540,1168,2005,1395,1986,1520,5355,5454
RP11-385H1.1,0,2,0,1,2,4,24,26
RPL5P1,17,2,4,12,38,30,96,141
AC090602.2,2,3,4,1,1,5,10,8
SNURF,6,4,11,33,5,12,67,53
SNHG14,797,2099,3016,1780,4372,2750,17497,12876
RP11-701H24.5,1,0,2,8,5,0,31,12
PWAR5,22,18,54,255,137,64,787,234
RP11-701H24.7,4,2,5,13,10,2,64,33
RP11-701H24.3,2,3,9,7,7,7,42,12
PWAR6,174,347,841,536,914,600,2830,2364
SNORD116-1,0,0,0,0,2,0,0,0
SNORD116-2,1,0,0,0,0,0,1,0
SNORD116-3,0,0,0,0,0,0,0,0
SNORD116-5,0,0,0,0,0,0,0,0
SNORD116-6,0,0,0,0,0,0,1,0
SNORD116-7,0,0,0,0,0,0,0,0
SNORD116-8,0,0,1,0,0,0,0,1
SNORD116-9,0,0,0,0,0,0,0,0
SNORD116-10,0,0,0,0,0,0,0,0
SNORD116-11,0,0,0,0,0,0,0,0
SNORD116-12,0,1,0,0,0,0,1,0
SNORD116-13,0,0,0,0,0,0,0,0
SNORD116-14,0,0,0,0,0,0,0,0
SNORD116-15,0,0,0,0,0,0,0,0
SNORD116-16,0,0,0,0,0,0,0,0
SNORD116-17,0,0,0,0,0,0,0,0
SNORD116-18,0,0,0,0,0,0,0,2
SNORD116-19,0,0,0,0,0,0,0,1
SNORD116-22,0,0,0,0,0,0,0,0
SNORD116-23,0,0,0,1,0,0,1,0
RP11-701H24.10,0,0,0,2,3,0,13,4
SNORD116-24,1,0,0,0,1,3,10,2
SNORD116-25,0,0,0,0,0,0,0,0
SNORD116-29,0,0,0,0,0,0,0,0
SNORD116-30,0,0,0,0,0,0,0,1
RP11-145P16.3,0,0,5,0,5,1,15,7
PWAR1,2,18,12,4,16,22,15,62
TMEM261P1,0,0,0,0,0,0,0,0
SNORD115-1,0,0,0,0,0,0,0,0
SNORD115-2,0,0,0,0,0,0,0,0
SNORD115-3,0,0,0,0,0,0,0,0
SNORD115-4,0,0,0,0,0,0,0,0
SNORD115-5,0,0,0,0,0,0,0,0
SNORD115-6,0,0,0,0,0,0,0,0
SNORD115-7,0,0,0,0,0,0,0,0
SNORD115-8,0,0,0,0,0,0,0,0
SNORD115-9,0,0,0,0,0,0,0,0
SNORD115-10,0,0,0,0,0,0,0,0
SNORD115-11,0,0,0,0,0,0,0,0
SNORD115-12,0,0,0,0,0,0,0,0
SNORD115-14,0,0,0,0,0,0,0,0
SNORD115-15,0,0,0,0,0,0,0,0
SNORD115-16,0,0,0,0,0,0,0,0
SNORD115-17,0,0,0,0,0,0,0,0
SNORD115-18,0,0,0,0,0,0,0,0
SNORD115-19,0,0,0,0,0,0,0,0
SNORD115-20,0,1,0,0,0,0,0,0
SNORD115-21,0,0,0,0,0,0,0,0
SNORD115-22,0,0,0,0,0,0,0,0
SNORD115-23,0,0,0,0,0,0,0,0
SNORD115-24,0,0,0,0,0,0,0,0
SNORD115-25,0,0,0,0,0,0,0,0
SNORD115-27,0,0,0,0,0,0,0,0
SNORD115-28,0,0,0,0,0,0,0,0
SNORD115-29,0,0,0,0,0,0,0,0
SNORD115-30,0,0,0,0,0,0,0,0
SNORD115-31,0,0,0,0,0,0,0,0
SNORD115-32,0,1,0,0,0,0,0,0
SNORD115-33,0,0,0,0,0,0,0,0
SNORD115-34,0,0,0,0,0,0,0,0
SNORD115-35,0,0,0,0,0,0,0,0
SNORD115-36,0,0,0,0,0,0,0,0
SNORD115-37,0,0,0,0,0,0,0,0
SNORD115-38,0,0,0,0,0,0,0,0
SNORD115-39,0,0,0,0,0,0,0,0
SNORD115-40,0,0,0,0,0,0,0,0
SNORD115-41,0,0,0,0,0,0,0,0
SNORD115-42,0,0,0,0,0,0,0,0
SNORD115-43,0,0,0,0,0,0,0,0
SNORD115-44,0,0,0,0,0,0,0,0
RP11-145P16.2,2,8,3,0,9,0,12,4
SNORD115-45,0,0,0,0,0,0,0,0
SNORD115-46,0,0,0,0,0,0,0,0
SNORD115-47,0,0,0,0,0,0,0,0
SNORD115-48,0,0,0,0,0,0,0,0
SNORD109B,0,0,0,0,0,0,0,0
UBE3A,1536,4145,2990,2790,3017,1915,9783,6637
RP13-487P22.1,4,11,0,11,1,2,70,19
AC124997.1,0,2,2,0,0,1,2,4
AC023449.2,0,0,0,0,0,0,0,0
ATP10A,34,106,1718,1450,180,76,232,124
RP11-345J18.2,2,18,108,154,13,6,34,28
RNA5SP390,0,0,0,0,0,0,0,0
MIR4715,0,0,0,0,0,0,0,0
RP11-2C7.1,0,0,0,0,0,0,0,0
RP11-1084I9.1,0,0,0,0,0,0,0,0
